MSTRG.4627.1	205	10	0.43240999999999996	5.060398292541502	1	0.00420574	noncoding
MSTRG.4628.1	297	26	0.40608	9.523027992248537	-1	0.0671229	noncoding
MSTRG.4630.1	1634	64	0.32185	9.577374839782713	1	0.0343054	noncoding
MSTRG.4671.1	769	54	0.39635	6.6958833694458	1	0.0311742	noncoding
MSTRG.4697.1	557	50	0.4201	9.510714530944824	1	0.0432609	noncoding
MSTRG.4717.1	361	28	0.41286	10.916125297546387	1	0.0188927	noncoding
MSTRG.4727.1	1700	83	0.35422000000000003	8.52905445098877	1	0.0848384	noncoding
MSTRG.4727.2	1693	83	0.35422000000000003	8.52905445098877	1	0.0848384	noncoding
MSTRG.4727.3	1677	83	0.35887	8.52905445098877	1	0.0892701	noncoding
MSTRG.4738.1	2292	115	0.32464	9.510069847106934	1	0.195299	noncoding
MSTRG.4748.1	4359	134	0.26785000000000003	10.086223793029784	1	0.163911	noncoding
MSTRG.4748.2	4330	134	0.26785000000000003	10.086223793029784	1	0.163911	noncoding
MSTRG.4751.10	665	30	0.29461	8.59100856781006	1	0.00809232	noncoding
MSTRG.4749.1	2236	113	0.32221	10.531764793395993	1	0.165945	noncoding
MSTRG.4749.2	2107	113	0.32221	10.531764793395993	1	0.165945	noncoding
MSTRG.4750.1	1128	39	0.28786999999999996	10.192338752746583	1	0.0180823	noncoding
MSTRG.4754.1	1897	68	0.34138	9.93549671173096	1	0.0476336	noncoding
MSTRG.4754.2	1358	68	0.36812	9.93549671173096	1	0.0603275	noncoding
MSTRG.4754.3	1358	68	0.36812	9.93549671173096	1	0.0603275	noncoding
MSTRG.4754.4	1336	68	0.36812	9.93549671173096	1	0.0603275	noncoding
MSTRG.4762.1	1674	39	0.32771	11.999967765808105	1	0.0194316	noncoding
MSTRG.4762.2	1656	39	0.32771	11.999967765808105	1	0.0194316	noncoding
MSTRG.4763.1	1191	82	0.35234	10.28581790924072	1	0.0899511	noncoding
MSTRG.4781.1	619	66	0.35994	6.045872688293457	1	0.0507078	noncoding
MSTRG.4784.1	2096	81	0.31228	7.009464073181152	1	0.0605929	noncoding
MSTRG.4787.1	387	44	0.3198	5.203689384460449	1	0.017695	noncoding
MSTRG.4804.1	2850	62	0.31135999999999997	11.453146934509277	1	0.0371885	noncoding
MSTRG.4804.2	2783	62	0.31135999999999997	11.453146934509277	1	0.0371885	noncoding
MSTRG.4804.3	2622	62	0.31540999999999997	11.453146934509277	1	0.0374016	noncoding
MSTRG.4869.1	1114	60	0.35858999999999996	10.620408821105958	1	0.0436267	noncoding
MSTRG.4912.1	1431	51	0.29252	7.785540580749513	1	0.0160305	noncoding
MSTRG.4918.1	622	50	0.34534	7.881082725524902	1	0.0164414	noncoding
MSTRG.4925.1	460	62	0.41299	9.30048313140869	1	0.0687623	noncoding
MSTRG.4928.1	446	20	0.32668	4.0500284194946286	1	0.00788517	noncoding
MSTRG.4938.1	2183	56	0.33258	6.702363014221191	1	0.0213768	noncoding
